permno,SICCD,NCUSIP,TICKER,COMNAM
16110,6726,47103U50,SLIM,JANUS DETROIT STREET TRUST
16111,9999,87184Q10,SYRS,SYROS PHARMACEUTICALS INC
16112,9999,92852W20,VIVE,VIVEVE MEDICAL INC
16113,6726,00162Q51,RFFC,ALPS E T F TRUST
16114,6726,00162Q52,RFDA,ALPS E T F TRUST
16115,6726,00162Q53,RFCI,ALPS E T F TRUST
16116,6726,00162Q54,RFUN,ALPS E T F TRUST
16117,4990,,,HACKENSACK WATER CO
16118,5051,05477510,AZNC,AZCON CORP
16119,3317,04764910,ATKR,ATKORE INTERNATIONAL GROUP INC
16120,Z,16954L10,COE,CHINA ONLINE EDUCATION GROUP
16121,6726,19761L10,ESGW,COLUMBIA E T F TRUST I
16122,6726,19761L20,ESGN,COLUMBIA E T F TRUST I
16123,6726,19761L30,ESGS,COLUMBIA E T F TRUST I
16124,6726,23305144,DESC,D B X ETF TRUST
16126,3533,05482510,AZTC,AZTEC MANUFACTURING CO
16127,6726,25490K19,HYDD,DIREXION SHARES E T F TRUST
16128,6726,25490K21,SPDN,DIREXION SHARES E T F TRUST
16130,6726,35473P10,FLQH,FRANKLIN TEMPLETON E T F TRUST
16131,6726,35473P20,FLQE,FRANKLIN TEMPLETON E T F TRUST
16132,6726,35473P30,FLQD,FRANKLIN TEMPLETON E T F TRUST
16134,1311,05500310,AZCO,AZTEC RESOURCES CORP
16135,6726,35473P40,FLQG,FRANKLIN TEMPLETON E T F TRUST
16136,7374,37954A20,GMRE,GLOBAL MEDICAL REIT INC
16137,6726,78355W47,OEW,RYDEX E T F TRUST
16138,6726,78468R11,XTH,SPDR SERIES TRUST
16139,6726,78468R12,XWEB,SPDR SERIES TRUST
16140,7372,90138F10,TWLO,TWILIO INC
16141,2510,,,AMERICAN SEATING CO
16142,3634,05500510,AZIN,AZTECH INTERNATIONAL LTD
16143,4491,G9078F10,TRTN,TRITON INTERNATIONAL LTD
16144,9999,20084V30,CHUBK,COMMERCEHUB INC
16145,,,,
16146,9999,03835L10,APVO,APTEVO THERAPEUTICS INC
16147,6726,00400R86,WBIR,ABSOLUTE SHARES TRUST
16148,6726,00768Y58,SCAP,ADVISORSHARES TRUST
16149,2099,00782L10,APFH,ADVANCEPIERRE FOODS HOLDINGS INC
16150,6726,25490K16,EUFL,DIREXION SHARES E T F TRUST
16151,6726,25490K17,MELT,DIREXION SHARES E T F TRUST
16152,6726,47103U70,TRSK,JANUS DETROIT STREET TRUST
16153,6726,47103U80,SPXH,JANUS DETROIT STREET TRUST
16154,2834,48283N10,KDMN,KADMON HOLDINGS LLC
16155,7374,53567X10,LN,LINE CORP
16156,1041,68827L10,OR,OSISKO GOLD ROYALTIES LTD
16157,6726,92189F34,IGEM,VANECK VECTORS E T F TRUST
16158,2621,92531L20,VRS,VERSO CORP
16159,2834,N6865W10,PTHN,PATHEON N V
16160,9999,20084V10,CHUBA,COMMERCEHUB INC
16161,9999,15116C10,APOP,CELLECT BIOTECHNOLOGY LTD
16162,9999,05070R10,BOLD,AUDENTES THERAPEUTICS INC
16163,9999,G2030710,CFCO,C F CORP
16164,9999,24707820,DMPI,DELMAR PHARMACEUTICALS INC
16165,6726,73937B38,DWLV,POWERSHARES E T F TRUST II
16166,6726,33939L69,ESG,FLEXSHARES TRUST
16167,6726,33939L68,ESGG,FLEXSHARES TRUST
16169,6711,05527510,BBDO,B B D O INTERNATIONAL INC
16170,6035,30289C10,FSBC,FSB BANCORP INC
16171,9999,49714P10,KNSL,KINSALE CAPITAL GROUP INC
16172,6726,37954Y73,KRMA,GLOBAL X FUNDS
16173,9999,51476W10,LCA,LANDCADIA HOLDINGS INC
16174,1311,54240F10,LONE,LONESTAR RESOURCES US INC
16175,,,,
16177,,,,
16178,,,,
16179,9999,62844N10,MYSZ,MY SIZE INC
16181,9999,70387R10,PAVM,PAVMED INC
16182,9999,45320410,PI,IMPINJ INC
16183,6036,75237810,RNDB,RANDOLPH BANCORP INC
16185,,,,
16186,,,,
16187,9999,87422420,TLND,TALEND SA
16188,,,,
16189,9999,92940L10,WCFB,W C F BANCORP INC
16193,,,,
16205,2910,,,TIDEWATER OIL CO
16206,3357,05547510,BIWC,B I W CABLE SYSTEMS INC
16214,,,,
16222,6711,05554510,BMAC,B M A CORP
16247,,,,
16249,3693,05566310,BSDM,B S D MEDICAL CORP
16250,9999,04965B10,ATMR,ATOMERA INCORPORATED
16251,6726,74255Y40,BTEC,PRINCIPAL EXCHANGE TRADED FUNDS
16252,9999,28264420,EKSO,EKSO BIONICS HOLDINGS INC
16253,9999,32051X10,FHB,FIRST HAWAIIAN INC
16254,6726,26924G85,FINQ,E T F MANAGERS TRUST
16255,,,,
16256,2710,,,CONDE NAST PUBNS INC
16257,3573,05570010,BSLT,B S L TECHNOLOGY
16258,6726,74255Y50,GENY,PRINCIPAL EXCHANGE TRADED FUNDS
16259,6726,26924G86,IMED,E T F MANAGERS TRUST
16260,9999,58506Q10,MEDP,MEDPACE HOLDINGS INC
16261,9999,55378T10,MIII,M III ACQUISITION CORP
16262,6726,26923G85,PMPT,ETFIS SERIES TRUST I
16263,,,,
16265,Z,05570030,BSLT,B S L TECHNOLOGY
16266,9999,76137820,RVEN,REVEN HOUSING REIT INC
16267,3824,24703L10,DVMT,DELL TECHNOLOGIES INC
16268,5719,04650Y10,HOME,AT HOME GROUP INC
16269,6726,25490K18,EUFS,DIREXION SHARES E T F TRUST
16270,6726,28622M10,WTRX,ELEVATION E T F TRUST
16271,6726,33739P87,HDMV,FIRST TR EXCHANGE TRADED FD III
16272,3250,,,HARBISON WALKER REFRACTORIES CO
16273,7372,05590610,BPII,B P I SYSTEMS INC
16274,6726,33739P88,HUSV,FIRST TR EXCHANGE TRADED FD III
16275,6726,67077N10,JHB,NUVEEN HIGH INCOME NOVEMBER 2021
16276,2821,00773T10,ASIX,ADVANSIX INC
16277,2752,25787G10,DFIN,DONNELLEY FINANCIAL SOL INC
16278,2759,50218P10,LKSD,L S C COMMUNICATIONS INC
16279,2813,92532W10,VSM,VERSUM MATERIALS INC
16280,3710,,,KELSEY HAYES CO
16281,9999,H0026310,ACIU,A C IMMUNE SA
16282,9999,03835C10,APTI,APPTIO INC
16283,6726,37954Y71,BOTZ,GLOBAL X FUNDS
16284,9999,21289410,CPAA,CONYERS PARK ACQUISITION CORP
16285,9999,14070T10,CSTR,CAPSTAR FINANCIAL HOLDINGS INC
16286,6726,28771181,DWAC,ELKHORN E T F TRUST
16287,9999,29978A10,EVBG,EVERBRIDGE INC
16288,6726,33740F40,FCEF,FIRST TRUST E T F VIII
16289,6726,37954Y81,FINX,GLOBAL X FUNDS
16290,,,,
16291,6726,33738R82,FTXD,FIRST TRUST E T F VI
16292,6726,33738R85,FTXG,FIRST TRUST E T F VI
16293,6726,33738R83,FTXH,FIRST TRUST E T F VI
16294,6726,33738R81,FTXL,FIRST TRUST E T F VI
16295,6726,33738R84,FTXN,FIRST TRUST E T F VI
16296,6726,33738R86,FTXO,FIRST TRUST E T F VI
16297,6726,33738R79,FTXR,FIRST TRUST E T F VI
16298,9999,39813210,GSUM,GRIDSUM HOLDING INC
16299,5310,,,MANDEL BROS INC
16300,,,,
16302,6726,33740F50,MCEF,FIRST TRUST E T F VIII
16303,9999,66988N10,NOVN,NOVAN INC
16304,9999,67059N10,NTNX,NUTANIX INC
16305,6726,74255Y60,PSC,PRINCIPAL EXCHANGE TRADED FUNDS
16306,9999,86724Y10,SNDE,SUNDANCE ENERGY AUSTRALIA LTD
16307,6726,37954Y78,SNSR,GLOBAL X FUNDS
16308,9999,87337910,TRHC,TABULA RASA HEALTHCARE INC
16309,9999,88339J10,TTD,THE TRADE DESK INC
16310,,,,
16311,6726,73935B86,VRIG,POWERSHARES ACTIVELY MANGD ETF T
16312,6726,00768Y56,CWS,ADVISORSHARES TRUST
16313,6726,00768Y57,KOR,ADVISORSHARES TRUST
16314,6726,18383M12,BSCQ,CLAYMORE E T F TRUST
16315,6726,18383M13,BSJO,CLAYMORE E T F TRUST
16316,6726,25460E10,SHNY,DIREXION SHARES E T F TRUST
16317,6726,25460E20,DULL,DIREXION SHARES E T F TRUST
16318,2844,26856L10,ELF,E L F BEAUTY INC
16319,6022,30257X10,FBK,F B FINANCIAL CORP
16320,6726,31609278,FVAL,FIDELITY COVINGTON TRUST
16321,6726,31609279,FQAL,FIDELITY COVINGTON TRUST
16322,6726,31609281,FDMO,FIDELITY COVINGTON TRUST
16323,6726,31609282,FDLO,FIDELITY COVINGTON TRUST
16324,6726,31609283,FDRR,FIDELITY COVINGTON TRUST
16325,6726,31609284,FDVV,FIDELITY COVINGTON TRUST
16326,6726,35473P50,FLLV,FRANKLIN TEMPLETON E T F TRUST
16327,6726,38143052,GBIL,GOLDMAN SACHS E T F TRUST
16328,5610,,,BEST & CO INC
16329,Z,12015310,LITE,BULB MISER CORP AMERICA
16330,6726,46435GAA,IBDR,ISHARES TRUST
16331,6726,46641Q80,JPHF,J P MORGAN E T F TRUST
16332,6733,58409L30,MRT,MEDEQUITIES REALTY TRUST INC
16333,4932,65506L10,NBLX,NOBLE MIDSTREAM PARTNERS LP
16334,6726,67092P10,NUAG,NUSHARES E T F TRUST
16335,6726,75623U60,USMR,RECON CAPITAL SERIES TRUST
16336,5090,,,DUNHILL INTERNATIONAL INC
16337,6722,76882G10,OPP,RIVERNORTH DOUBLELINE STG O F IN
16338,2992,92047W10,VVV,VALVOLINE INC
16339,6111,G0772R20,NTB,BANK OF NT BUTTERFIELD & SON LTD
16340,6798,70156Q10,PKY,PARKWAY INC
16341,4911,34955310,FTS,FORTIS INC
16342,6799,G0084W10,ADNT,ADIENT PLC
16343,6799,98850P10,YUMC,YUM CHINA HOLDINGS INC
16344,3210,,,THATCHER GLASS MFG INC
16345,254,05615410,BABC,BABCOCK INDUSTRIES INC
16346,6798,74754510,QCP,QUALITY CARE PROPERTIES INC
16347,3334,01387210,AA,ALCOA CORP
16348,9999,16965P10,IMOS,CHIPMOS TECHNOLOGIES INC
16350,6733,36250J10,GGO,GABELLI GO ANYWHERE TRUST
16352,7910,,,MADISON SQUARE GARDEN CORP OLD
16353,,,,
16360,2040,,,PILLSBURY COMPANY
16361,Z,05705710,BATM,BAIRD ATOMIC INC
16376,9999,01862610,AMMA,ALLIANCE M M A INC
16377,,,,
16378,6712,05970V10,BCTF,BANCORP 34 INC
16380,5075,05713310,BAKE,BAKER BROTHERS INC FL
16381,9999,09239B10,BL,BLACKLINE INC
16382,9999,22266L10,COUP,COUPA SOFTWARE INC
16383,9999,H1718210,CRSP,C R I S P R THERAPEUTICS AG
16384,9999,34960W10,FRTA,FORTERRA INC
16385,9999,43787N10,HMTA,HOMETOWN BANKSHARES CORP
16386,9999,45005610,IRTC,IRHYTHM TECHNOLOGIES INC
16388,,,,
16392,9999,30041T10,MRAM,EVERSPIN TECHNOLOGIES INC
16393,9999,67424L10,OBLN,OBALON THERAPEUTICS INC
16394,6035,68919510,OTTW,OTTAWA BANCORP INC
16396,6723,05721310,BKFR,BAKER FENTRESS & CO
16397,9999,74766D10,QTNA,QUANTENNA COMMUNICATIONS INC
16398,9999,74933V10,RARX,R A PHARMACEUTICALS INC
16399,9999,83362P30,SRAX,SOCIAL REALITY INC
16400,9999,Y8172W10,STLR,STELLAR ACQUISITION III INC
16401,9999,56155L10,TUSK,MAMMOTH ENERGY SERVICES INC
16402,9999,30227M10,XOG,EXTRACTION OIL & GAS INC
16403,9999,39032010,GECC,GREAT ELM CAPITAL CORP
16409,3573,05762510,BCCO,BALANCE COMPUTER CORP
16417,6411,05775510,BWIN,BALDWIN & LYONS INC
16424,3420,,,GILLETTE CO
16425,1381,05790010,BULB,BALBOA EXPLORATION CO
16429,9999,53046P10,LEXEA,LIBERTY EXPEDIA HOLDINGS INC
16431,2038,51327210,LW,LAMB WESTON HOLDINGS INC
16432,3010,,,GOODYEAR TIRE & RUBBER CO
16433,1382,05790110,BLCO,BALCO ENERGY CORP
16434,3949,00509810,GOLF,ACUSHNET HOLDINGS CORP
16435,4953,00790X10,ADSW,ADVANCED DISPOSAL SERVICES INC
16436,1221,03938040,ARCH,ARCH COAL INC
16437,6799,13462K10,CWH,CAMPING WORLD HOLDINGS INC
16438,6726,26924G82,WSKY,E T F MANAGERS TRUST
16438,6726,26924G82,WSKY,E T F MANAGERS TRUST
16439,6726,35473P60,FLCO,FRANKLIN TEMPLETON E T F TRUST
16441,6726,51841630,RORE,LATTICE STRATEGIES TRUST
16442,1311,59804T40,MPO,MIDSTATES PETROLEUM CO INC
16443,6726,63873X10,MVIN,NATIXIS E T F TRUST
16444,6726,68386C77,ESGL,OPPENHEIMER REVENUE WGTD ETF TR
16445,6726,68386C78,ESGF,OPPENHEIMER REVENUE WGTD ETF TR
16446,6726,78470E10,EFAX,SPDR INDEX SHARES FUNDS
16447,6726,78470E20,EEMX,SPDR INDEX SHARES FUNDS
16448,1311,80007P86,SD,SANDRIDGE ENERGY INC
16449,4215,98980A10,ZTO,Z T O EXPRESS CAYMAN INC
16450,4941,G0443N10,WAAS,AQUAVENTURE HOLDINGS LIMITED
16451,2834,G637AM10,MYOV,MYOVANT SCIENCES LTD
16452,4911,V0393H10,AZRE,AZURE POWER GLOBAL LIMITED
16454,4424,Y4105310,INSW,INTERNATIONAL SEAWAYS INC
16457,6726,37954Y69,EFAS,GLOBAL X FUNDS
16458,9999,33939J30,FPAY,FLEXSHOPPER INC
16460,,,,
16461,6799,36165L10,GDS,G D S HOLDINGS LTD
16463,9999,37229T30,GNUS,GENIUS BRANDS INTERNATIONAL INC
16464,9999,G4182A10,GTYH,G T Y TECHNOLOGY HOLDINGS INC
16465,9999,55304A10,MACQ,M I ACQUISITIONS INC
16466,7389,62469720,MOXC,MOXIAN INC
16468,2426,05882210,BTEK,BALTEK CORP
16469,,,,
16470,9999,78516C10,SCAC,SABAN CAPITAL ACQUISITION CORP
16471,1389,83191H10,SND,SMART SAND INC
16472,9999,87603340,TPIV,TAPIMMUNE INC
16473,9999,98401520,XBIO,XENETIC BIOSCIENCES INC
16476,2761,05907510,BBUS,BALTIMORE BUSINESS FORMS INC
16479,4911,01585710,AQN,ALGONQUIN POWER & UTILITIES CORP
16480,6726,25460E50,CWEB,DIREXION SHARES E T F TRUST
16481,6726,33939L67,BNDC,FLEXSHARES TRUST
16482,6726,38143054,GVIP,GOLDMAN SACHS E T F TRUST
16484,2851,05925710,BPCH,BALTIMORE PAINT & CHEM CORP
16485,6726,46135X10,IHIT,INVESCO HIGH INC 2023 TARGET T F
16486,6726,46435G41,IMTB,ISHARES TRUST
16487,6726,46641Q84,JPSE,J P MORGAN E T F TRUST
16488,6726,47103U88,VNLA,JANUS DETROIT STREET TRUST
16489,6726,90290T20,MENU,U S C F ETF TRUST
16492,6052,05949110,BCRD,BANCO CREDITO Y AHORRO PONCENO
16493,9999,53046P20,LEXEB,LIBERTY EXPEDIA HOLDINGS INC
16494,6722,11283010,RA,BROOKFIELD REAL ASST INC FD INC
16495,7812,53591950,LGF,LIONS GATE ENTERTAINMENT CORP
16496,6311,G0684D10,ATH,ATHENE HOLDING LTD
16497,8741,20678710,CNDT,CONDUENT INC
16498,7041,43283X10,HGV,HILTON GRAND VACATIONS INC
16499,7011,70051710,PK,PARK HOTELS & RESORTS INC
16505,Z,05956310,BDEP,BANCO DE PONCE P R
16510,6726,00400R85,WBIY,ABSOLUTE SHARES TRUST
16511,6726,23305143,HYLB,D B X ETF TRUST
16512,2640,,,MACANDREWS & FORBES CO
16513,6023,05963510,BPOP,BANCO POPULAR DE P R
16514,6726,33740K10,FIV,FIRST TR SR FLTG RT 2022 TGT TM
16515,6531,45781V10,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC
16516,6726,47804J85,JHMD,JOHN HANCOCK E T F TRUST
16517,6726,67110P10,OUSM,O S I E T F TRUST
16518,6726,92790A20,BLHY,VIRTUS E T F TR II
16519,1311,96812T10,WRD,WILDHORSE RESOURCE DEV CORP
16521,6711,05967110,BOHI,BANCOHIO CORP
16522,9999,G0726L12,AHPA,AVISTA HEALTHCARE PUB ACQU CORP
16523,6726,46435G42,ESGU,ISHARES TRUST
16524,9999,G4418R10,HEBT,HEBRON TECHNOLOGY CO LTD
16525,9999,G4740B10,ICHR,ICHOR HOLDINGS LTD
16526,6726,52468L70,INFR,LEGG MASON ETF EQUITY TR
16528,9999,73102V10,POLA,POLAR POWER INC
16529,9999,70788V10,PVAC,PENN VIRGINIA CORP
16530,9999,77665020,RTNB,ROOT9B HOLDINGS INC
16531,6726,47103U87,SGQI,JANUS DETROIT STREET TRUST
16532,,,,
16533,9999,83422330,SNGX,SOLIGENIX INC
16534,9999,88675R10,TIG,TIGENIX
16535,9999,89686D10,TRVG,TRIVAGO N V
16536,9999,G9376R10,VVPR,VIVOPOWER INTERNATIONAL PLC
16537,,,,
16538,3533,G8711010,FTI,TECHNIPFMC PLC
16540,Z,62878010,NBTC,N B T CORP
16541,9999,03842K20,AQB,AQUABOUNTY TECHNOLOGIES INC
16542,9999,52187K10,LPTX,LEAP THERAPEUTICS INC
16543,9999,92214X10,VREX,VAREX IMAGING CORP
16544,9999,09075E10,BIVV,BIOVERATIV INC
16545,1041,03063L70,USAS,AMERICAS SILVER CORP
16546,6726,13206187,JUNE,CAMBRIA E T F TRUST
16548,Z,41969510,HWBN,HAWAII BANCORPORATION INC
16549,6726,25460E60,SPLZ,DIREXION SHARES E T F TRUST
16550,6726,25460E70,UTLZ,DIREXION SHARES E T F TRUST
16551,6726,26923G87,CUMB,ETFIS SERIES TRUST I
16552,6726,35473P70,FLIO,FRANKLIN TEMPLETON E T F TRUST
16553,1311,47009K10,JAG,JAGGED PEAK ENERGY INC
16554,2431,47580P10,JELD,JELD WEN HOLDING INC
16555,5050,,,UNIVERSAL LEAF TOB INC
16556,Z,05561810,BOPC,B O P CORP
16557,1381,48669A10,FRAC,KEANE GROUP INC
16558,6726,67075T10,JPT,NUVEEN PFD & INCOME 2022 TERM FD
16559,6726,73937B37,CLTL,POWERSHARES E T F TRUST II
16560,3711,74952710,REVG,R E V GROUP INC
16561,6726,98146B10,GLDW,WORLD CURRENCY GOLD TR
16562,9999,03272410,ANAB,ANAPTYSBIO INC
16564,3573,05978410,BTEC,BANCTEC INC
16565,6726,23908L10,DFNL,DAVIS FUNDAMENTAL ETF TRUST
16566,6726,23908L20,DUSA,DAVIS FUNDAMENTAL ETF TRUST
16567,6726,23908L30,DWLD,DAVIS FUNDAMENTAL ETF TRUST
16568,9999,Y3782811,HUNT,HUNTER MARITIME ACQUISITION CORP
16569,9999,40441H10,HVBC,H V BANCORP INC
16570,,,,
16571,2020,,,BORDEN CO
16572,Z,33335110,FCAL,FIRST NATL BK SAN JOSE CALIF
16573,9999,H5861P10,OBSV,OBSEVA SA
16574,6726,00162Q48,SWIN,ALPS E T F TRUST
16575,7389,05334N20,AUXO,AUXILIO INC
16576,6726,09258P10,BGIO,BLACKROCK 2022 GLOBAL INC OPP TR
16577,6531,18885T30,CLPR,CLIPPER REALTY INC
16578,6726,26923G40,PFFR,ETFIS SERIES TRUST I
16579,5031,35039210,FBM,FOUNDATION BLDG MATERIALS INC
16580,6726,45409B41,HYLV,INDEXIQ E T F TRUST
16581,6531,46187W10,INVH,INVITATION HOMES INC
16582,1311,49435R10,KRP,KIMBELL ROYALTY PARTNERS LP
16583,6726,66538H64,ISMD,NORTHERN LIGHTS FUND TR IV
16584,6726,66538H65,BLES,NORTHERN LIGHTS FUND TR IV
16585,6798,78590A10,SACH,SACHEM CAPITAL CORP
16586,6726,97717X22,XMX,WISDOMTREE TRUST
16587,9999,29276K10,EXXI,ENERGY XXI GULF COAST INC
16588,6726,33740F80,FIXD,FIRST TRUST E T F VIII
16590,9999,44953810,IFMK,IFRESH INC
16591,9999,51861320,LAUR,LAUREATE EDUCATION INC
16592,9999,75134P30,METC,RAMACO RESOURCES INC
16593,9999,64157V10,NBEV,NEW AGE BEVERAGES CORP
16594,9999,82659830,SGLB,SIGMA LABS INC
16595,7372,83304A10,SNAP,SNAP INC
16597,7373,02156B10,AYX,ALTERYX INC
16598,3350,,,GENERAL CABLE CORP
16599,4911,06007710,BANG,BANGOR HYDRO ELECTRIC CO
16600,2070,,,HERSHEY CHOCOLATE CORP
16601,6023,06040110,BAG,BANK AGRICULTURE & COMMERCE CA
16602,1389,12674R10,CJ,C & J ENERGY SERVICES INC
16603,2331,13508610,GOOS,CANADA GOOSE HOLDINGS INC
16604,6726,25460E30,COM,DIREXION SHARES E T F TRUST
16605,6726,26923J50,BCI,E T F S TRUST
16606,6726,26923J60,BCD,E T F S TRUST
16607,6726,26923J88,BEF,E T F S TRUST
16608,6726,41653L10,HCOR,HARTFORD FUNDS E T TRUST
16609,6726,41653L20,HQBD,HARTFORD FUNDS E T TRUST
16610,6726,46435G32,IDEV,ISHARES TRUST
16611,5621,46620W10,JILL,J JILL INC
16612,6726,56167N72,TPYP,MANAGED PORTFOLIO SERIES
16613,2834,57681010,MTNB,MATINAS BIOPHARMA HOLDINGS INC
16614,7371,62520710,MULE,MULESOFT INC
16615,6722,67075U10,JCO,NUVEEN CR OPP 2022 TARGET TM FD
16616,6726,67110P20,ONTL,O S I E T F TRUST
16617,1389,74347M10,PUMP,PROPETRO HOLDING CORP
16618,6726,74347W21,OILD,PROSHARES TRUST II
16619,2050,,,UNITED BISCUIT CO AMER
16620,6023,06156310,BCNY,BANK COMMERCE NEW YORK N Y
16621,6726,74347W22,OILU,PROSHARES TRUST II
16622,3841,87407Q20,TKAT,TAKUNG ART CO LTD
16623,6726,92189F17,GRNB,VANECK VECTORS E T F TRUST
16624,6799,L0223L10,ARD,ARDAGH GROUP S A
16625,9999,00973N10,AKTS,AKOUSTIS TECHNOLOGIES INC
16626,9999,G1083010,BYSI,BEYONDSPRING INC
16628,6022,06159910,BDET,BANK COMMONWEALTH DETROIT MICH
16629,,,,
16630,9999,31810G10,FNTE,FINTECH ACQUISITION CORP II
16631,9999,38286710,GSHT,GORES HOLDINGS II INC
16632,9999,40749710,HLNE,HAMILTON LANE INC
16633,9999,44931Q10,ICCH,I C C HOLDINGS INC
16636,6022,06179710,BDEL,BANK DEL WILMINGTON
16638,9999,65342T10,NODK,N I HOLDINGS INC
16639,9999,64129T20,NTRP,NEUROTROPE INC
16640,9999,68217C20,OMNT,OMINTO INC
16641,9999,N7054410,PLYA,PLAYA HOTELS & RESORTS N V
16642,9999,74102M10,PSDO,PRESIDIO INC
16643,4000,,,BOSTON & ME RR CO
16644,,,,
16645,6726,86280R30,SQZZ,STRATEGY SHARES
16646,,,,
16647,9999,91914N20,VLRX,VALERITAS HOLDINGS INC
16648,4213,80689H10,SNDR,SCHNEIDER NATIONAL INC
16649,9999,67929510,OKTA,OKTA INC
16650,7313,98585N10,YEXT,YEXT INC
16651,3520,,,BUCYRUS ERIE CO
16652,Z,06323930,BKLM,BANK LEUMI LE ISRAEL TEL AVIV
16653,5052,93627C10,HCC,WARRIOR MET COAL INC
16654,6021,12739A10,CADE,CADENCE BANCORP
16655,5521,14686910,CVNA,CARVANA CO
16656,6799,16953Q10,XRF,CHINA RAPID FINANCE LTD
16657,7371,18914U10,CLDR,CLOUDERA INC
16658,6726,26922A73,ICAN,E T F SERIES SOLUTIONS
16659,6141,28621V10,ELVT,ELEVATE CREDIT INC
16660,7389,29103B10,EEX,EMERALD EXPOSITIONS EVENTS INC
16661,6726,30150581,TETF,EXCHANGE TRADED CONCEPTS TR
16662,6726,33740F60,ERM,FIRST TRUST E T F VIII
16663,6726,33740F70,TERM,FIRST TRUST E T F VIII
16664,5713,33975010,FND,FLOOR & DECOR HOLDINGS INC
16665,1311,42810410,HESM,HESS MIDSTREAM PARTNERS LP
16666,6726,67092P11,NUSA,NUSHARES E T F TRUST
16667,8711,81617J30,WTTR,SELECT ENERGY SERVICES INC
16668,8731,98985W10,ZYME,ZYMEWORKS INC
16669,5139,G6455X10,NETS,NETSHOES CAYMAN LTD
16670,9999,14904950,CATS,CATASYS INC
16671,9999,20369M10,CFBI,COMMUNITY FIRST BANCSHARES INC
16672,9999,30251510,FNBG,F N B BANCORP
16673,9999,48661U10,KAAC,KAYNE ANDERSON ACQUISITION CORP
16674,9999,57682V10,MPAC,MATLIN & PARTNERS ACQ CORP
16675,9999,62887710,NCSM,N C S MULTISTAGE HOLDINGS INC
16676,9999,69324R10,PCSB,PCSB FINANCIAL CORP
16677,9999,82812A10,SRUN,SILVER RUN ACQUISITION CORP II
16678,5410,,,KROGER COMPANY
16679,Z,06330010,BKLA,BANK LOS ANGELES CALIF
16680,7389,82846H20,SSNT,SILVERSUN TECHNOLOGIES INC
16681,9999,88884610,TOCA,TOCAGEN INC
16682,9999,90391420,UPL,ULTRA PETROLEUM CORP
16683,9999,92211L10,VEAC,VANTAGE ENERGY ACQUISITION CORP
16684,9999,92505010,VRNA,VERONA PHARMA PLC
16685,6726,92647N66,VSDA,VICTORY PORTFOLIOS II
16686,2710,,,MC CALL CORP
16687,Z,05968910,BMON,BANCORPORATION MONTANA
16688,9999,98475210,YERR,YANGTZE RIVER DEVELOPMENT LTD
16689,1221,70455110,BTU,PEABODY ENERGY CORP NEW
16690,1311,38241084,GDP,GOODRICH PETROLEUM CORP
16691,6733,48251K10,KREF,K K R REAL ESTATE FINANCE TR INC
16692,3563,36555P10,GDI,GARDNER DENVER HOLDINGS INC
16693,6141,G4474Y21,JHG,JANUS HENDERSON GROUP PLC
16695,Z,64413410,NEBK,NEW ENGLAND MERCHANTS INC
16696,5511,14575E10,CARS,CARS COM INC
16697,4841,96758W10,WOW,WIDEOPENWEST INC
16698,9999,03782L10,APPN,APPIAN CORP
16699,9999,04016X10,ARGX,ARGENX SE
16700,9999,00215L10,ASV,A S V HOLDINGS INC
16701,6726,52468210,CACG,LEGG MASON ETF INVESTMENT TR
16702,6726,45409B39,CSML,INDEXIQ E T F TRUST
16703,9999,30779N10,FMAO,FARMERS & MERCHANTS BANCORP INC
16704,9999,34985B10,FMCI,FORUM MERGER CORP
16705,9999,3621LQ10,GTHX,G1 THERAPEUTICS INC
16706,6726,52468220,LRGE,LEGG MASON ETF INVESTMENT TR
16707,3270,,,JOHNS MANVILLE CORP
16708,,,,
16709,9999,69046910,OVID,OVID THERAPEUTICS INC
16710,1000,G8232Y10,SGH,SMART GLOBAL HOLDINGS INC
16711,9999,M9608810,URGN,UROGEN PHARMA LTD
16712,9999,92347M10,VERI,VERITONE INC
16713,6726,52468230,YLDE,LEGG MASON ETF INVESTMENT TR
16715,2190,,,STANDARD COML TOB INC
16716,Z,36064510,FULT,FULTON NATL CORP
16723,2640,,,CONTAINER CORP AMER
16724,6022,06538310,,BANK TRADE SAN FRANCISCO CA
16731,3240,,,LEHIGH PORTLAND CEM CO
16732,,,,
16736,4832,92840M10,VST,VISTRA ENERGY CORP
16737,3531,78413P10,SMHI,SEACOR MARINE HOLDINGS INC
16738,Z,03675Y10,AMGP,ANTERO MIDSTREAM GP LP
16739,8299,10919910,BEDU,BRIGHT SCHOLAR ED HLDGS LTD
16740,6726,13206185,CCOR,CAMBRIA E T F TRUST
16741,6726,25460E66,DFEN,DIREXION SHARES E T F TRUST
16742,6726,25460E67,TPOR,DIREXION SHARES E T F TRUST
16743,6726,25460E71,UTSL,DIREXION SHARES E T F TRUST
16744,6726,25460E73,DUSL,DIREXION SHARES E T F TRUST
16745,6726,25460E75,MEXX,DIREXION SHARES E T F TRUST
16746,6531,33833Q10,FPH,FIVE POINT HOLDINGS LLC
16747,6726,38747R10,COMB,GRANITESHARES E T F TRUST
16748,6726,38747R20,COMG,GRANITESHARES E T F TRUST
16749,6799,65340P10,NXE,NEXGEN ENERGY LTD
