permno,SICCD,NCUSIP,TICKER,COMNAM
79296,,,,
79297,,,,
79298,,,,
79299,,,,
79299,5810,69881310,PZZA,PAPA JOHNS INTL INC
79300,,,,
79301,,,,
79302,,,,
79303,5943,91300410,USTR,UNITED STATIONERS INC
79304,,,,
79305,,,,
79306,,,,
79307,,,,
79308,,,,
79309,,,,
79310,,,,
79311,3662,91306210,UTEL,UNITED TELECONTROL ELECTRS INC
79312,,,,
79313,,,,
79314,,,,
79315,2330,16444L10,CHKE,CHEROKEE INC
79316,,,,
79319,,,,
79320,,,,
79321,6030,34682410,FBHC,FORT BEND HLDG CORP
79322,,,,
79323,6331,02000210,ALL,ALLSTATE CORP
79324,6798,02364E10,AFR,AMERICA FIRST REIT INC
79325,6726,02764910,XAA,AMERICAN MUNICIPAL INC PORT INC
79326,6726,09247Q10,BCT,BLACKROCK BROAD INV GRD 2009 TRM
79327,1521,13138020,CN,CALTON INC NEW
79328,5199,24950910,DFS,DEPARTMENT 56 INC
79329,6726,29092010,EDF,EMERGING MARKETS INC FND II INC
79330,7813,91306610,UTVI,UNITED TELEVISION INC
79331,6029,29665F20,ESF,ESPIRITO SANTO FIN HLDGS S A
79332,6282,30306910,FAC,FACTORY STORES OF AMERICA INC
79333,1521,43602310,HLY,HOLLY RESIDENTIAL PROPERTIES INC
79334,1311,50173020,LSO,LASMO PLC
79335,3312,50192110,LTV,L T V CORP NEW
79336,3221,52989810,LBY,LIBBEY INC
79337,6351,55308710,MMI,M M I COS INC
79338,,,,
79339,2493,55646510,MYS,MADERAS Y SINTE SOCD ANOA MASISA
79340,6726,60406210,MXA,MINNESOTA MUNICIPAL INC PORT INC
79341,6726,6706L010,NCU,NUVEEN CA PREM INC MUN FD
79342,6726,6706L110,NJU,NUVEEN NEW JERSEY PR INC MN FD 3
79343,6726,6706L210,NAP,NUVEEN PA PR INC MUNI FD 3
79344,6726,6706L310,NRY,NUVEEN NEW YORK PR INC MUNI FD
79345,6726,6706L410,NFO,NUVEEN FLORIDA PR INC MUNI FD
79346,,,,
79347,6726,74681910,PTM,PUTNAM MANAGED HIGH YIELD TRUST
79348,2047,75126210,CBG,RALSTON CONTINENTAL BAKING GROUP
79349,3825,82990410,SYT,SITHE ENERGIES INC
79350,3621,85771N10,STY,STATORDYNE CORP
79351,6798,88521810,TMA,THORNBURG MORTGAGE ASSET CORP
79352,3714,89675710,TGL,TRITON GROUP LTD NEW
79353,6211,89691910,TGA,TRIPLE A & GOVT SER 1995
79354,6711,91316410,UVBK,UNITED VIRGINIA BANKSHARES INC
79355,6211,89692010,TGB,TRIPLE A & GOVT SER 1997
79356,6726,92112B10,VCV,VAN KAMPEN MER CA VA MUNI INC TR
79357,6726,92112Q10,VNV,VAN KAMPEN MER NY VA MUNI INC TR
79358,6726,92112R10,VMV,VAN KAMPEN MER MA VAL MUN INC TR
79359,6726,92112S10,VJV,VAN KAMPEN MER NJ VAL MUN INC TR
79360,6726,92112T10,VPV,VAN KAMPEN MER PA VAL MUN INC TR
79361,6726,92112W10,VOV,VAN KAMPEN MER OH VAL MUN INC TR
79362,1311,98424510,YPF,Y P F SOCIEDAD ANONIMA
79363,2834,98934D10,ZEN,ZENECA GROUP PLC
79364,5571,G2952610,EKC,EK CHOR CHINA MOTORCYCLE CO LTD
79365,,,,
79366,,,,
79367,3690,00094410,AERN,A E R ENERGY RES INC
79368,,,,
79369,,,,
79370,,,,
79371,3660,11130910,BBTK,BROADBAND TECHNOLOGIES INC
79372,,,,
79373,,,,
79374,,,,
79375,,,,
79376,,,,
79377,,,,
79378,,,,
79379,,,,
79380,,,,
79381,,,,
79382,,,,
79383,6030,30242P10,FFBS,F F B S BANCORP INC
79384,,,,
79385,,,,
79386,,,,
79387,,,,
79388,6020,37248610,GMBS,GEORGE MASON BANKSHARES INC
79389,6519,91320710,UWST,UNITED WESTERN CORP
79390,,,,
79391,,,,
79392,,,,
79393,,,,
79394,,,,
79395,,,,
79396,,,,
79397,2040,91320810,UWEN,UNITED WESTERN ENERGY CORP
79398,5810,47012110,JAKE,JAKES PIZZA INTERNATL INC
79399,,,,
79400,,,,
79401,,,,
79402,3670,59741310,MIDI,MIDISOFT CORP
79403,,,,
79404,,,,
79405,,,,
79406,,,,
79407,,,,
79408,,,,
79409,,,,
79410,2328,91326610,UTOG,UNITOG COMPANY
79411,,,,
79412,,,,
79413,3570,72346910,PNCL,PINNACLE MICRO INC
79414,3860,71839510,PNJI,PHILLIPS & JACOBS INC
79415,,,,
79416,7830,75875410,REGL,REGAL CINEMAS INC
79417,4110,78174810,RURL,RURAL METRO CORP
79418,,,,
79419,,,,
79420,,,,
79421,,,,
79422,,,,
79423,,,,
79424,6330,88830310,TITN,TITAN HOLDINGS INC
79425,3570,87943E10,TPADA,TELEPAD CORP
79426,1311,91349210,UNIV,UNIVERSAL ENERGY CORP
79427,3570,89640610,TSIT,TRINITECH SYSTEMS INC
79428,,,,
79429,,,,
79433,,,,
79434,1311,91355710,UNFC,UNIVERSAL FUELS CO
79435,2599,14441E10,CGF,CARR GOTTSTEIN FOODS CO
79436,4832,40049C10,RC,GRUPO RADIO CENTRO S A DE C V
79437,5712,52748210,LFI,LEVITZ FURNITURE INC
79438,8399,86693310,SHG,SUN HEALTHCARE GROUP INC
79439,6799,14043710,CRA,CAPITAL REALTY INV TAX EXEMPT FD
79440,6799,14043720,CRB,CAPITAL REALTY INV TAX EXEMPT FD
79441,6799,14043810,CRL,CAPITAL REALTY INV TAX EX FD III
79442,3312,40049110,SIM,GRUPO SIMEC S A DE C V
79443,1629,60230210,MWK,MILWAUKEE LAND CO
79444,1311,86164210,SGY,STONE ENERGY CORP
79445,3011,G2107X10,TIR,CHINA TIRE HOLDINGS LTD
79446,6726,21991410,COY,CORPORATE HIGH YIELD FD INC
79447,6726,61744H10,MSD,MORGAN STANLEY EMRG MKTS FD INC
79448,6726,62618Q10,MUA,MUNIASSETS FUND INC
79449,6798,73746410,PPS,POST PROPERTIES INC
79450,6726,92094410,VOT,VAN KAMPEN MER MUNI OPPTY TR II
79452,6798,13313110,CPT,CAMDEN PROPERTY TRUST
79453,6726,62622E10,MPT,MUNICIPAL PARTNERS FUND II INC
79454,6726,6706D810,NPX,NUVEEN INSURED PR INC MUNI FD 2
79455,1311,91086510,UMC,UNITED MERIDIAN CORP
79456,6726,92907B10,VCF,VOYAGEUR CO INS MUNI INC FD INC
79457,6726,57567210,MHE,MASSACHUSETTS HEALTH & ED T E TR
79458,6726,6706G310,NDM,NUVEEN MARYLAND PR INC MUN FD 2
79459,6726,6706R410,NOO,NUVEEN OHIO PR INC MUN FD 2
79460,6726,67064S10,NVI,NUVEEN VIRGINIA PR INC MUN FD 2
79461,6726,01879R10,AWF,ALLIANCE WORLD DOLLAR GOVT FD II
79462,7359,00206J10,TCC,A T & T CAPITAL CORP
79464,1311,81942410,SHI,SHANGHAI PETROCHEMICAL LTD
79466,,,,
79467,,,,
79468,,,,
79469,,,,
79470,,,,
79471,,,,
79472,,,,
79473,,,,
79474,2080,10970E10,BRIOF,BRIO INDUSTRIES INC
79475,,,,
79476,,,,
79477,,,,
79478,,,,
79479,,,,
79480,,,,
79481,,,,
79482,,,,
79483,,,,
79484,,,,
79485,3559,91359210,,UNIVERSAL INSTRUMENTS CORP
79486,,,,
79488,4830,26928810,EZCIA,EZ COMMUNICATIONS INC
79489,6030,97823710,FFWD,WOOD BANCORP INC
79490,,,,
79491,,,,
79492,,,,
79493,,,,
79494,,,,
79495,,,,
79496,,,,
79497,,,,
79498,,,,
79499,,,,
79500,,,,
79501,,,,
79502,,,,
79503,,,,
79504,,,,
79505,,,,
79506,5051,91373710,UMTL,UNIVERSAL METALS & MACHY INC
79507,,,,
79508,,,,
79509,,,,
79510,3270,63631710,NGCO,NATIONAL GYPSUM CO NEW
79511,,,,
79512,,,,
79513,,,,
79514,6162,91375410,,UNIVERSAL MOBILE SVCS CORP
79515,,,,
79516,2830,69182810,OXGN,OXIGENE INC
79517,,,,
79518,,,,
79519,,,,
79520,,,,
79521,,,,
79522,6059,91375610,UMCI,UNIVERSAL MONEY CTRS INC
79523,,,,
79524,,,,
79525,,,,
79526,,,,
79527,,,,
79528,,,,
79529,,,,
79530,,,,
79531,,,,
79532,2210,91961010,VALFA,VALLEY FASHIONS CORP
79533,,,,
79534,,,,
79535,,,,
79536,,,,
79538,,,,
79539,,,,
79540,1221,72570120,PZM,PITTSTON CO
79541,5912,27876310,ECK,ECKERD CORP DEL
79542,6798,30067R10,XEL,EXCEL REALTY TRUST INC
79543,3713,61984810,MCO,MOTOR COACH INDS INTL INC
79544,2834,44184010,HBI,HOUSTON BIOTECHNOLOGY INC
79545,5013,09972410,BWA,BORG WARNER AUTOMOTIVE INC
79546,6798,22818610,CWN,CROWN AMERICAN REALTY TRUST
79547,6798,29476L10,EQR,EQUITY RESIDENTIAL PROPERTIES TR
79548,6798,63623G10,TEE,NATIONAL GOLF PROPERTIES INC
79549,7372,91375720,UMUKY,UNIVERSAL MONEY CENTERS PLC
79550,4731,84358410,RSP,SOUTHERN PACIFIC RAIL CORP
79551,3663,23255B10,CYI,CYCOMM INTERNATIONAL INC
79552,6726,62629F10,MZA,MUNIYIELD ARIZONA FUND INC
79553,6282,12660E10,CVL,C V D FINANCIAL CORP
79554,6726,69574G10,PIT,PAINEWEBBER PREMIER INT TF I F I
79555,6726,62629M10,MVP,MUNIVEST PENNSYLVANIA INSURED FD
79556,9531,74965010,RCI,R O C COMMUNITIES INC
79557,6162,91376310,UMRTS,UNIVERSAL MORTGAGE & RLTY TR
79558,6798,80439510,BFS,SAUL CENTERS INC
79559,6798,89208110,TCT,TOWN & COUNTRY TRUST
79560,6726,79548R10,SBG,SALOMON BROS 2008 WDGT TR
79561,6799,69338810,PCM,P I M C O COMMERCIAL MS TR INC
79562,,,,
79563,,,,
79564,,,,
79565,2721,91379310,,UNIVERSAL PUBLISHING & DISTRG CP
79566,,,,
79567,,,,
79568,,,,
79569,,,,
79570,,,,
79571,,,,
79572,,,,
79573,3662,91382110,USEC,UNIVERSAL SECURITY INSTRS INC
79574,,,,
79575,,,,
79576,,,,
79577,,,,
79578,,,,
79579,5040,25283710,DIAU,DIASONICS ULTRASOUND INC
79580,,,,
79581,6711,91386110,UNTL,UNIVERSAL TELEPHONE INC
79582,,,,
79583,,,,
79584,,,,
79585,,,,
79586,,,,
79587,,,,
79588,,,,
79589,,,,
79590,,,,
79591,,,,
79592,,,,
79593,,,,
79594,,,,
79595,,,,
79596,,,,
79597,,,,
79598,,,,
79599,,,,
79600,6711,91386120,UNTLA,UNIVERSAL TELEPHONE INC
79601,,,,
79602,,,,
79603,,,,
79604,,,,
79605,,,,
79606,,,,
79607,,,,
79608,,,,
79609,,,,
79610,,,,
79611,,,,
79612,,,,
79613,,,,
79614,,,,
79615,,,,
79616,,,,
79617,,,,
79618,5810,72584810,PZZI,PIZZA INN INC NEW
79619,,,,
79620,,,,
79621,,,,
79622,,,,
79623,3670,86431310,SUBM,SUBMICRON SYSTEMS CORP
79624,,,,
79625,,,,
79626,2711,M8763110,TELGF,TELEGRAPH COMMUNICATIONS LTD
79627,,,,
79628,,,,
79629,3662,91389510,UVOL,UNIVERSAL VOLTRONICS CORP
79630,,,,
79631,6310,38378910,GOVTY,GOVETT & COMPANY LTD
79633,,,,
79634,3351,97809310,WLV,WOLVERINE TUBE INC
79635,,,,
79636,1041,38119T10,GSR,GOLDEN STAR RESOURCES LTD
79637,8060,91390310,UHSI,UNIVERSAL HEALTH SERVICES INC
79639,8099,58715410,MHM,MENTAL HEALTH MANAGEMENT INC
79640,4512,21079520,CAI,CONTINENTAL AIRLINES INC
79641,4512,21079530,CAI,CONTINENTAL AIRLINES INC
79642,6726,88018X10,TCH,TEMPLETON CHINA WORLD FUND INC
79643,6726,02957010,SLA,AMERICAN SELECT PORTFOLIO INC
79644,2086,19124110,KOF,COCA COLA FEMSA S A DE C V
79645,6025,91425910,UFSL,UNIVERSITY FED SVGS BK SEATTLE
79646,6726,19247R10,RFI,COHEN & STEERS TOTAL RT RL FD IN
79647,6726,6706K510,NPB,NUVEEN PREMIUM INCOME MUNI FD 6
79648,1311,78515210,SAP,SABA PETROLEUM CO
79649,1382,81750M10,SRI,SERENPET INC
79650,6726,92094510,VOF,VAN KAMPEN MER FL MUNI OPPTY TR
79651,6726,6706E210,NCV,NUVEEN CALIFORNIA PR INC MN FD 2
79652,6021,31945X10,FIR,FIRST CITIZENS BANCSTK INC
79653,,,,
79654,6798,19587210,CLP,COLONIAL PROPERTIES TRUST
79655,8741,40049F10,GTR,GRUPO TRIBASA S A DE C V
79656,6726,45843Q10,IQC,INTERCAPITAL CALIF QTY MUN SECS
79657,6726,45843R10,IQN,INTERCAPITAL N Y QLTY MUN SECS
79658,6726,45843U10,IQM,INTERCAPITAL QUALITY MUN SECS
79659,6726,63858310,NGI,NATIONS GOVT INC TM TR 2003 INC
79660,4922,66478510,NBP,NORTHERN BORDER PARTNERS L P
79661,6025,91451810,UNNB,UNIVERSITY NATIONAL BANK & TR CA
79662,2087,P7482310,PB,PANAMERICAN BEVERAGES INC
79663,1041,83363510,SQM,SOCIEDAD QUIMICA & MINERA CHL SA
79664,6719,G8345M10,SD,SPHERE DRAKE HOLDINGS LTD
79665,6726,88019210,TEI,TEMPLETON EMERG MKTS INC FD INC
79666,6289,52212610,TLF,LEATHER FACTORY INC
79667,5942,06777410,BKS,BARNES & NOBLE INC
79668,3357,07745910,BWC,BELDEN INC
79669,6282,14018K10,CGY,CAPITAL GUARANTY CORP
79670,2899,22031710,CO,CORRPRO COS INC
79671,6726,37933G10,GHI,GLOBAL HIGH INCOME DOLLAR FD INC
79672,5990,98885810,ZALE,ZALE CORP NEW
79673,3540,86463520,SUDS,SUDBURY INC
79674,,,,
79675,,,,
79676,,,,
79677,,,,
79678,,,,
79679,,,,
79680,,,,
79681,,,,
79682,,,,
79683,,,,
79684,,,,
79685,,,,
79686,,,,
79687,,,,
79688,Z,76090210,,RESOURCES EQUIPTMENT CAP CORP
79689,,,,
79690,,,,
79691,,,,
79692,,,,
79692,6030,32020X10,FFBI,FIRST FINANCIAL BANCORP INC DEL
79693,,,,
79694,,,,
79695,,,,
79696,3440,91529410,UPRI,UP RIGHT INC
79697,,,,
79698,,,,
79699,,,,
79700,,,,
79701,,,,
79702,,,,
79703,,,,
79704,,,,
79705,,,,
79706,,,,
79707,,,,
79708,,,,
79709,4911,91630310,UPEN,UPPER PENINSULA POWER CO
79710,,,,
79711,,,,
79712,,,,
79713,6790,57772J10,MAXM,MAXIM GROUP INC
79714,,,,
79715,2080,60400510,MBRW,MINNESOTA BREWING CO
79716,,,,
79717,5621,91670710,UPDN,UPS N DOWNS INC
79718,7370,58940510,MERQ,MERCURY INTERACTIVE CORP
79719,7350,55346J10,MRIM,MRI MANAGEMENT ASSOC INC
79720,,,,
79721,,,,
79722,,,,
79723,,,,
79724,,,,
79725,,,,
79726,,,,
79727,6030,71603K10,PETE,PETERBOROUGH SAVINGS BANK
79728,,,,
79729,,,,
79730,,,,
79731,,,,
79732,,,,
79733,,,,
79734,,,,
79735,,,,
79736,,,,
79738,,,,
79739,,,,
79740,,,,
79741,,,,
79742,,,,
79743,,,,
79744,,,,
79745,,,,
79746,,,,
79747,,,,
79750,3711,23382930,DAI,DAIMLER BENZ A G
79751,3711,25083710,DDC,DETROIT DIESEL CORP
79752,6798,89865810,TUC,TUCKER PROPERTIES CORP
79753,6512,91706010,URB,URBAN SHOPPING CENTERS INC
79754,6726,37935V10,GSG,GLOBAL SMALL CAP FUND INC
79755,6163,20111810,CAX,COMMERCIAL ASSETS INC
79756,6726,92112K10,VKI,VAN KAMPEN MER ADV MUN INC TR II
79757,2835,03833310,APG,APROGENEX INC
79758,5099,10330410,BYD,BOYD GAMING CORP
79760,Z,98346410,WRCR,WYOMING RESOURCES CORP
79761,6798,57918810,MCG,MCARTHUR GLEN REALTY CORP
79762,6726,64156710,NAF,NEW AGE MEDIA FUND INC
79763,1522,67421610,OAS,OASIS RESIDENTIAL INC
79764,7011,57190010,MAR,MARRIOTT INTERNATIONAL INC
79765,6726,00094910,ADF,A C M MANAGED DOLLAR INCM FD INC
79766,4922,03839B10,AQP,AQUILA GAS PIPELINE CORP
79767,1623,29274F10,ENI,ENERSIS S A
79768,6020,91733110,UTBN,UTAH BANCORPORATION
79769,6726,37935R10,GDF,GLOBAL PARTNERS INCOME FUND INC
79770,6282,52903910,LXP,LEXINGTON CORPORATE PROP INC I
79771,6726,81721F10,SAL,SENIOR HIGH INCOME PORTF II INC
79772,3645,89557G10,NRG,TRI LITE INC
79773,6022,22007210,CTZ,CORPUS CHRISTI BANCSHARES INC
79774,6726,92907E10,VYM,VOYAGEUR MN MUNI INC FD III INC
79775,1041,67551T20,OCE,OCELOT ENERGY INC
79776,,,,
79777,6798,12483010,CBL,C B L & ASSOCIATES PPTYS INC
79778,6798,16326210,CCG,CHELSEA GCA REALTY INC
79779,3792,19104E10,COI,COBRA INDUSTRIES INC
79780,3691,30205110,EX,EXIDE CORP
79781,6311,70355910,PRL,PAUL REVERE CORP THE
79782,6798,75893910,REG,REGENCY REALTY CORP
79783,5311,43169210,HDS,HILLS STORES CO
79784,6519,91752310,UTAH,UTAH SHALE LD & MINERALS CORP
79785,1531,62944T10,NVR,N V R INC
79786,,,,
79787,,,,
79788,,,,
79789,,,,
79790,7990,02073210,ALHY,ALPHA HOSPITALITY CORP
79791,,,,
79792,6711,91760210,UTCA,UTICA BANKSHARES CORP
79793,,,,
79794,,,,
79795,,,,
79796,,,,
79797,,,,
79798,,,,
79799,,,,
79800,,,,
79801,,,,
79802,2720,08914410,BIGE,BIG ENTERTAINMENT INC
79803,,,,
79804,,,,
79805,2830,91790110,VLIS,V L I CORP
79806,,,,
79807,,,,
79808,,,,
79809,,,,
79810,,,,
79811,,,,
79812,,,,
79814,,,,
79815,,,,
79816,,,,
79817,,,,
79818,,,,
79819,,,,
79820,,,,
79821,6711,91801610,UIND,UTILITIES & INDUSTRIES CORP NY
79822,,,,
79823,,,,
79824,6710,32020R10,FFIN,FIRST FINANCIAL BANKSHARES INC
79825,,,,
79826,,,,
79827,,,,
79828,,,,
79829,,,,
79830,,,,
79831,,,,
79832,,,,
79833,,,,
79834,,,,
79835,,,,
79836,,,,
79837,,,,
79838,,,,
79839,,,,
79840,,,,
79841,,,,
79842,,,,
79843,2360,52466810,LGNS,LEGGOONS INC
79844,,,,
79845,,,,
79846,,,,
79847,,,,
79848,,,,
79850,,,,
79851,,,,
79852,,,,
79853,,,,
79854,,,,
79855,,,,
79856,3573,91827610,VMXI,V M X INC
79857,,,,
79858,,,,
79859,,,,
79860,,,,
79861,5710,77029210,RBDS,ROBERDS INC
79862,,,,
79863,,,,
79864,Z,92038910,VENG,VALUE ENGR CO
79865,,,,
79866,,,,
79867,7010,80201410,SFEF,SANTA FE FINANCIAL CORP
79868,,,,
79869,,,,
79870,,,,
79871,,,,
79872,8911,91834610,VTNC,V T N CORP
79873,,,,
79874,,,,
79875,,,,
79876,,,,
79877,,,,
79878,,,,
79879,,,,
79880,,,,
79881,,,,
79882,,,,
79883,3580,94908710,WBLT,WELBILT CORP NEW
79884,,,,
79885,,,,
79886,3670,98986710,ZYTC,ZYTEC CORP
79887,7370,46069K10,INTR,INTERSCIENCE COMPUTER CORP
79888,3334,02219710,AMX,ALUMAX INC
79890,6798,02916610,REA,AMERICAN REAL ESTATE INVT CORP
79891,6726,04516T10,GRR,ASIA TIGERS FUND INC
79893,6798,04560410,AEC,ASSOCIATED ESTATES REALTY CORP
79894,6798,05346910,AVN,AVALON PROPERTIES INC
79895,6022,05959110,BFR,BANCO FRANCES DEL RIO DE LA PLAT
79896,1629,11942H10,GBI,BUFETE INDUSTRIAL SA
79897,6798,16173910,CPJ,CHATEAU PROPERTIES INC
79898,5084,35471410,FSL,FRANKLIN SUPPLY COMPANY LTD
79899,1310,91850620,VAALY,VAAL REEFS EXPL & MNG LTD
79900,5621,35582430,FOH,FREDERICKS HOLLYWOOD INC
79901,3690,91851510,VTSI,VAC TEC SYSTEMS INC
79902,7832,36155Q10,GCX,G C COS INC
79903,2711,41619610,HHS,HARTE HANKS COMMS INC NEW
79904,6726,42725E10,HGA,HERITAGE US GOVERNMENT INCOME FD
79905,7299,44043K10,HGI,HORIZON OUTLET CENTERS INC
79906,2834,45337C10,IPI,INCYTE PHARMACEUTICALS INC
79907,6726,50063B10,KEF,KOREA EQUITY FUND INC
79908,1623,54601110,LD,LOUIS DREYFUS NATURAL GAS CORP
79909,1521,55305B10,MHO,M I SCHOTTENSTEIN HOMES INC NEW
79910,1311,55972F20,MPM,MAGNUM PETROLEUM INC
79912,6726,61744M10,MSY,MORGAN STANLEY HIGH YIELD FD INC
79913,6726,62618R10,MBD,MUNIBOND INCOME FUND INC
79914,6726,62629H10,MZT,MUNIYIELD ARIZONA FUND II INC
79915,1311,65129010,NFX,NEWFIELD EXPLORATION CO
79916,6726,69593510,PHT,PAINEWEBBER PREM HIGH INC TR INC
79917,6726,74680710,PML,PUTNAM INVT GRADE MUNI TR III
79918,6726,83190310,HIO,SMITH BARNEY HIGH INC OPP FD INC
79919,6798,84849710,SPK,SPIEKER PROPERTIES INC
79920,Z,91854610,VOOM,VACATION OWNERSHIP MARKETING
79921,6726,87234V10,TDT,T C W D W TERM TRUST 2000
79922,2741,87416110,TLB,TALBOTS INC
79923,6792,89101310,TRU,TORCH ENERGY ROYALTY TRUST
79924,4513,89334984,TWA,TRANS WORLD AIRLINES INC
79925,4923,89592610,NGL,TRIDENT NGL HOLDING INC
79926,6726,92112M10,VKL,VAN KAMPEN MER SEL SEC MUN TR
79927,6311,92539110,VTA,VESTA INSURANCE GROUP INC
79928,Z,81013410,SCTN,SCOTTISH INNS AMER INC
79929,3823,N2925S10,EBY,ELSAG BAILEY PROCESS AUTO NV
79930,,,,
79931,,,,
79932,,,,
79933,,,,
79934,,,,
79935,3670,01877H10,ALSC,ALLIANCE SEMICONDUCTOR CORP
79936,3494,91864210,,VACCO INDUSTRIES
79937,,,,
79938,,,,
79939,,,,
79940,,,,
79941,4840,03015110,ATEL,AMERICAN TELECASTING INC
79942,5140,11482210,BEAN,BROTHERS GOURMET COFFEES INC
79943,,,,
79944,2030,91869310,VDRY,VACU DRY CO
79945,,,,
79946,,,,
79947,,,,
79948,,,,
79949,,,,
79950,,,,
79951,,,,
79952,6711,91874110,VGBNS,VAGABOND INVESTMENT PROPERTIES
79953,,,,
79954,,,,
79955,,,,
79956,,,,
79957,,,,
79958,,,,
79959,,,,
79960,,,,
79961,,,,
79962,,,,
79963,6710,31928610,FBCG,FIRST BANKING CO SOUTHEAST GA
79964,,,,
79965,,,,
79966,6020,30377010,FBTC,FAIRFAX BANK & TRUST CO VA
79967,,,,
79968,,,,
79969,,,,
79970,,,,
79971,,,,
79972,4830,38991210,GACC,GREAT AMERICAN COMM CO NEW
79973,,,,
79974,,,,
79975,,,,
79976,,,,
79977,,,,
79978,6320,42221L10,HOAM,HEALTHWISE AMERICA INC
79979,6552,91877810,VAIL,VAIL ASSOCIATES INC
79980,,,,
79981,,,,
79982,,,,
79983,,,,
79984,,,,
79985,,,,
79986,,,,
79987,1311,91914510,VALP,VALEX PETROLEUM INC
79988,,,,
79989,,,,
79990,6020,51234610,LVSB,LAKEVIEW SVGS BK PATERSON NJ
79991,,,,
79992,,,,
79993,,,,
79994,,,,
79995,6611,91915410,VALH,VALHI INC
79996,,,,
79997,,,,
79998,,,,
79999,,,,
80000,,,,
80001,,,,
80002,6030,65746710,NBSI,NORTH BANCSHARES INC
80003,,,,
80004,,,,
80005,,,,
80006,,,,
80007,,,,
80008,,,,
80009,,,,
80010,,,,
80011,,,,
80012,,,,
80013,3842,91926010,VALN,VALLEN CORP
80014,,,,
80015,7370,70975150,PNLT,PENULTIMATE INC
80017,,,,
80018,,,,
80019,3660,70135410,PRKR,PARKERVISION INC
80020,,,,
80021,6711,91929110,VYBN,VALLEY BANCORPORATION
80022,,,,
80023,,,,
80024,,,,
80025,,,,
80026,,,,
80027,,,,
80028,,,,
80029,,,,
80030,,,,
80031,,,,
80032,,,,
80033,,,,
80034,,,,
80035,,,,
80036,,,,
80037,,,,
80038,,,,
80039,3550,84749720,SPEQ,SPECIALTY EQUIPMENT COS INC
80040,Z,91957510,VALL,VALLEY FAIR CORP
80041,,,,
80042,,,,
80043,,,,
80044,,,,
80045,,,,
80046,,,,
80047,,,,
80048,,,,
80049,,,,
80050,,,,
80051,,,,
80052,,,,
80053,,,,
80054,5490,92848610,VITA,VITAMIN SPECIALTIES CORP
80055,,,,
80056,,,,
80057,3570,93369N10,WANGV,WANG LABORATORIES INC NEW
80058,,,,
80059,,,,
80060,,,,
80061,,,,
80062,,,,
80063,3870,15101910,CLXG,CELEX GROUP INC
80064,6513,91964010,VALF,VALLEY FORGE CORP
80065,,,,
80068,3630,46031K30,ISEAF,INTERNATIONAL SEMI TECH MICROEL
80069,,,,
80070,2911,86722910,SU,SUNCOR INC
80071,5045,00172510,AM,A M INTERNATIONAL INC NEW
80072,6022,91985310,VNBP,VALLEY NATIONAL BANK PASSAIC
80073,4582,05366B10,AVL,AVIALL INC NEW
80074,3061,13263210,CAM,CAMCO INTERNATIONAL INC
80075,6798,15189510,CNT,CENTERPOINT PROPERTIES CORP
80076,3949,19057T10,PAR,COASTCAST CORP
80077,6798,19956710,CLB,COLUMBUS REALTY TRUST
80078,6726,21991510,KYT,CORPORATE HIGH YIELD FUND II INC
80079,8731,23282010,CYT,CYTEC INDUSTRIES INC
80080,3861,27743210,EMN,EASTMAN CHEMICAL CO
80081,6726,29092110,EMG,EMERGING MARKETS INFRASTR FD INC
80082,2611,33932440,FFS,FLETCHER CHALLENGE LTD
80083,2611,33932450,FLC,FLETCHER CHALLENGE LTD
80084,6798,36127110,GLR,G & L REALTY CORP
80085,1622,40048G10,GMD,GRUPO MEXICANO DE DESARROLLO SA
80086,1622,40048G20,GMD,GRUPO MEXICANO DE DESARROLLO SA
80086,1622,40048G20,GMD,GRUPO MEXICANO DE DESARROLLO SA
80087,5122,40048P10,ATY,GRUPO CASA AUTREY SA DE CV
80088,6282,40049A10,SFN,GRUPO FINANCIERO SERFIN SA DE CV
80089,4833,40049J20,TV,GRUPO TELEVISA SA
80090,6798,40443E10,ACH,ALEXANDER HAAGEN PROPERTIES INC
80091,6512,43693410,HHI,HOME HOLDINGS INC
80092,6513,46360610,IAC,IRVINE APARTMENT COMMUNITIES INC
80093,3316,46604610,JL,J & L SPECIALTY STEEL INC
80094,7372,69525210,PTW,PACTEL CORP
80095,6726,69584410,PKF,PAKISTAN INVESTMENT FUND INC
80096,6726,79548T10,SBW,SALOMON BROS WORLDWIDE INC FD
80097,6726,80808410,SHF,SCHRODER ASIAN GROWTH FUND INC
80098,1311,82118120,SHE,SHEFFIELD EXPLORATION COMPANY IN
80099,Z,91979610,VNBK,VALLEY NATIONAL BANK AZ PHOENIX
80100,6512,82880510,SPG,SIMON PROPERTY GROUP INC
80101,6711,92022410,VBKS,VALLEY VIRGINIA BANKSHARES INC
80102,6798,86667410,SUI,SUN COMMUNITIES INC
80103,9511,88359210,THN,THERMO REMEDIATION INC
80104,1381,90338710,UTI,U T I ENERGY CORP
80105,7299,G0352M10,AAP,AMWAY ASIA PACIFIC LTD
80106,,,,
80107,,,,
80108,,,,
80109,,,,
80110,,,,
80111,,,,
80112,,,,
80113,,,,
80114,,,,
80115,,,,
80116,,,,
80117,,,,
80118,,,,
80119,,,,
80120,3841,92022610,,VALLEYLAB INC
80121,,,,
80122,,,,
80123,,,,
80124,6710,36169410,GFSB,G F S BANCORP INC
80125,,,,
80126,,,,
80127,,,,
